耕作,甚得利,春季如意,下冬好,有效,內有先後不足,無收,有收,下半年有收成,無收了工,平分五分,半收平平,平平,小收不利,收早成晚得有,無收,無收,平平小利,好,依舊待時,難收,晚平收早平,允好,不合微利時運,平正,只半好,早好下冬呆,早微晚冬好,早不好晚平平,無利半收,半年好後了工,好年冬,不可,有收成,平平有收,早平晚好,早晚有收,平有收,可以收,照舊收成,半年好半平下,平利,無收成,收獲小有,平平,允順,平正,中中,不吉,早好,晚好早平,早平晚好,平平,中平,允好,平平,平平,平平有收,中平,有收成,平平
經商,如意,大吉利市,先利後大財平,大吉利,先貴人後遇,散破耗財,大吉者成,有利必得,了錢,不好了錢,不到,大吉,失運,漸得,候時漸且,難就了錢,平平,大進利市,待時如意守舊,不就,先難後吉,有利利益,顛倒,無利,差舊業平新業,逢春發無窮,獲大利如意,呆人欺難如意,須守安命不可,經營不就,大發資財,了錢,待時安分,後有大財,不可,萬商雲集,新發日進,大有後財,先平後利,有成,遲有利,難成就有,先無後有,大吉市利,舊業俊發後呆,利市,利市,無財,夥不和無利,先平平後大吉,小利,萬商雲集,可圖利,勿與人合夥,了錢,辛勞多,小有成就,無利可求,先凶後吉,後來有得
歲君,清考,中和,安和,平安,平安,月令不吉,好,和氣,不吉,不順,順吉,破財月不吉,淡淡,中和,吉先平後,浮沉,淡淡,得利,照舊,坎坷,中和,順利,順利,中和,中和,順吉,淡淡,平平,平正,不遂,大吉,中和,平和,得宜未年,未年得宜,平安,平安,順利,淡安,平順,平和,浮沉,起倒,起倒,平和,吉,淡安,浮沉,浮沉,吉,吉,起倒,中平,淡,安,頗安,淡淡,平平,平和,犯方殺
六甲,春孕生男,生男貴氣,先男後女,先男後女,頭胎生女次生男,男高貴曉投枝,生女一定,先男後女,子媳虛,貴氣,先男貴氣,先男高貴,生男貴氣,先男後女富貴,生女後男,先男後女,先男後女,先男,先女後男貴,臨產危險,先男後女,生男,先男,生男,先男後女,生男後女,添得弄璋之喜,須防難產,先女後男,空孕勿躁,先女後男,防小產子息虛,先女後男,生男貴氣,男貴氣女,貴男氣女,貴男氣女,生男,男氣女貴,後生女男,先女後男,後生女男,先男後女,先男後女,先女後男,先男後女,年頭生女年尾生男,先男,生男,貴男氣女,貴男氣女,先男後女,先男後女,先男後女,先男後女,先女後男,先女後男,弄璋之喜,貴男氣女,先女後男
婚姻,允成,永諧伉儷,大吉,半和諧成月,多口舌不吉,不宜,月光成,大吉成必,不可,不可難成,終成,可合者吉成,難成貴人有成,成好,慢配成偶,不合有鬼作怪,大吉,大吉,由天註定,難合,難成,和合,難成,相合,平正,成者好,大吉,不吉,平平,不成,不好,不吉,大吉,晚成好,成大吉,大吉美滿,不好,成好,成好,美滿,偕老,無望,平平,中和,中和,偕老,正好,不好,口舌多難成,成者大吉,成好,成好,成好,大吉,不成,不可,大吉,不吉,成好,難得
家運,平安大吉,福祉茂盛,和氣得後祥瑞,大吉獲昌,先被邪後吉祥,必防有怪,漸漸平安,平安,難安有邪,難安,漸漸得春風居,漸漸平安,安可,平安,平平,有陰邪求神解決,安則居之,盈庭瑞氣,平安不佳住,作之災防邪怪,必得吉昌,安居春風,崎嶇不順,平安,宅舍難居,安居春風,可得興旺,恐人作怪風波,合家興旺,家庭難安,世世興旺,多口舌之災,門庭興旺,險後漸得吉慶,風波漸消,吉星拱照,居之平安,恭順,漸漸平安,五世其昌,漸得平安,不安,光輝門庭,左右平安,福利合享,安居樂業,小吉門庭,邪氣不安,平常,瑞氣滿門,門庭永昌,到處貴人,福祉禎祥,門庭興旺,先凶後吉,平常同居,平安神仙扶,不順,門庭增輝,小吉
失物,在東急尋能還,緊尋後覓得,月光在必得,月光在,謹尋即無遲在,運如逢此路難逢,月光在暗無任,速尋必在,難尋不可,難尋,子丑寅日尋在,遲難尋急在,未日在托日尋有,西方尋在,遲者無緊尋得,難得遲尋移運,已在辰在日,月光在,月光在不可,了工不得,可在,月光無暗在月,尋不見不可,月光在,成日在成日得,在東方緊尋,自回,難尋在,緩尋,平正,急尋可有,難尋損失,用心再尋小吉,必在尋有,難尋,尋在,難尋,必在尋得,尋在,必在,尋在,難尋,難尋,難尋,歸,月光有,尋有,尋無望,無,急尋在,尋有,難尋,尋獲,緊尋在,難尋,未日在,難尋得,尋不在,未日在,月光在
六畜,好,興旺大利,可納,興旺,不瑞,不佳,興旺,大吉,不可納,大吉,可吉,可納,不吉,大吉,小吉,不可納,納者可,可好,不可,不合,可納喜之,納有吉慶百寧,不可,可吉,不可,可納,興旺,不安,不可,不可,可納,損失,小吉,小吉,不可,興旺,適宜,可有利得,不可,有利可得,不可,不佳,緩好即日,可納,興旺,平平,平安,不可,不好,平安,有利,有利,平安,小利,無利了工,不可疾病,平平,了錢,平平,不了錢得利
築室,清吉光明,大吉,大吉,門庭興盛,大吉,犯凶星,月中好,居中,也慢可,有災星,好,慢即可,不可有災星,子孫其發,候時漸且,不可,有犯險邪可,盈庭祥氣,不可,完不得美,必有餘慶,百寧,佳不可,待日期,不美成者安,逢春大吉,喜得瑞氣盈門,不可,漸待春開,不安,好,必退敗,要待日後把定,漸發宅運遲,不可,福雙全子孫旺,清吉,平安得意,後好,壽命長富貴至,九月以後好,不吉,好,安樂可居,居之即安,得其所居,有合,不可決定,好,慢吉,平平,安可,可好,小吉,難得平安,不佳,平平,等待,吉,不合按
移居,得安,平平,得安,可慶,不好,且慢,不吉,大吉,不佳,不允,平安,平正,犯災星不可,吉,待時,不可,隨意,大吉,可,不可,大吉適宜,好,等待,可以,且慢,平平,慢即大吉,大不好,不吉,不可,適其所哉,大不好,中平,不可,南面得宜,兄弟和合者吉,好吉,有喜慶,平平,暫緩富貴,不可,午年不吉,不可,大吉,平平,好,正好,不好,不好,好,不可,平正,平安,好,不宜,不好,尚可,不可,好,不可
墳墓,地穴大吉,光前裕後,永裕後崑,瑞氣可得,得平佳先氣後,地運不佳,地勢盛美,地合有運,適當地勢,必遷,平安,地勢有合,地勢不吉,得其地大吉,遲必發,地勢不佳,平平小吉,福人福地,舊墳重興,地不合葬不吉,大吉後裕昆,有餘裕哉,不可,大吉,地勢不合,真龍正穴,地運進益,犯六十年緊移,必發地運後,地氣不佳,幸喜得其穴,漸失地氣,小吉地運,得其所哉,運不佳後能發,地勢妥當,得其所哉,佳地還發,地勢允好,齊美,平平,佳地不可移,地可得吉穴,發地漸財氣,世代簪纓,吉得地其,正當地勢,地氣不佳,地勢漸發吉,吉地吉穴,適地宜勢,允穴吉場,大吉,地氣亨通,地勢不吉,平平,如意地運,穴地平安,地運參差,地運呆後得吉
出外,平安,春夏好,向南方遇貴人,求財好事如意,下半年好,無貴人,滿路異香,不可,不可,不可,子丑寅日可行,有一大人貴人吉,不可,不可,慢日可行,防險,辰巳日可,有貴人相助,不可,無運不可,緩有貴人,平平運可通,不可,先少利得財可,微利不可經財,平安春滿載,先呆後好,被人欺,不可,不可出,大吉可進,不可犯災難,平平,平順,平正,平平大好,平平有利,必得利,遇貴人先小利,平安,東北方可得財好,不好,不利小有,一路順風,平平先無後有,有貴人好,先凶後吉,不可向前,不可,不可,不可,行遇主公,好,須靠自己,無貴人,在家待時,遇貴人提,未日成好,平安,不可
行船,有大財,有大財,漸得大財,風平,出外有風波災,不好,須當防先,得財,得失不美,謹慎無害,不可,大吉,失利不順,大月過圓吉,有事不如意,不如恐防,平平財輕,得財,平平,失利,大利無失,晚運可通,運途不佳,平經,不深吉微利可運恐防失,財利安,先平後大安,無利可圖,無利可得,了工了本,財發萬金,無利退卻,居中不可急,漸可得有利,先失後得,居中好大通得,可得利,得平利平,後小利,有利,和者吉無得財,可得利有,小利益有,有利大吉,先無後有,可利吉,春夏好,了無利,先凶後好,晚平早好,了本,可得利,大吉利,小利,了工無利,無利益,有財平平,不可小利,後吉,有小利
凡事,大吉昌,春天到,吉,大成吉者,待時機,待望,後成,和者得不和失,謹慎,拖尾難脫解難,作事不和了錢安,月光好,速結了錢拖,大吉和平,求解和,風波恐防災害陰公作,和無事,求和忍耐,被害理完人明,尾大合不利了錢,貴人扶大命險持,呆先吉後大得貴人,不佳和吉作不可,和平,不合和吉平作不可,春吉冬呆,允成有財不畏,後成吉,待時,了錢,不拖尾成,退卻,進退不可急,勤勞徐進,臨機應變,亨通得安,尾有錢拖安,守己安分,漸應,了錢拖尾,事成,過了錢得,月半過候時成,月光好,待人有禮,大吉利,先凶後好,被人害和者吉鬼作未日好,不和有鬼作祟,有公人求完吉,自守待運,慢成大吉,有貴人吉,清吉不用財,無利益,小心為要,心意定,難成,後吉,拖尾就
治病,未日痊安,老不好少平安,命不畏平安,近日痊癒,暗不光月好癒,邪作病險不及畏,女平少險男晚不畏老,老不好不畏少,運深危險辰日過不畏,月半安月尾死,大命不好子丑寅日抽成,老不痊月光好進行,未犯死必不畏,險月光過不畏,十日險求平安,必危有陰公作祟未日過不畏,求神漸吉庇佑辰未日過,痊癒,若不穩好月光,大命險未日好,貴人扶大命大險吉,少不畏老不好,漸好過了尾錢,求神陰邪平安作祟,祈神遲成戌亥畏有防,平安,得安,運犯劫被邪欺寅戌日過不畏,運暗逢春出運,險月半不癒重,破財遇良醫喜,少不好寅辰日不畏,拖尾破財不畏,老不平少漸安,鬼作祟後拖尾未日,老者畏少者不險,險不畏祈平安,痊癒平安好,少拖運老貴人,少不痊老安癒,日拖尾不畏成,病不畏日痊成,有貴人月半過,月光安運光彩,老不畏少惡運,少立癒老拖尾,二月不吉月半安,寅辰卯不畏,老不畏少不好,拖尾老平安,命拖尾老少安,三日過貴人好,拖尾不畏平安,不畏祈神拖尾,拖尾不好,先凶後吉,貴人平安,拖尾日抽,丑寅過不畏,拖尾痊癒
作事,難成成者大吉,春成美,二次成,有成,顛倒必凶前後吉,不成局,月光成,先難後得二次進,安分守己,難成,子丑寅日,有利,先難後得,決意成功,難成,退步,先難後易,和氣成有利,月光好,無成,人和大吉失散得,呆先吉後,遲緩得理,即成月光好,慢成,春可成,成功,難成,難成,難成,成功,難得成功,一定成功,漸成圓滿,辰未好成,成者甚好,口舌成有,早無利成,好到尾有貴人,難成功得,難成,難成,月半好,遲至成,月光好,成好,二次即成,難成日抽成未,未日成好辰日,難成,勤成,難成,成好,難成,難成,難成,成好,未好,成好,月光成
功名,望後有成,二次成秋進連中,後科連登尾有,祖宗光耀,必遇功德,難望,老無少有成,二次得進,不取,枉費難得,苦工好八月了,難得,費工進後得望,可喜,難就,難得,必中修陰德,有望,難得,無難進科運,望后科,晚進有可,授達,顯榮恐有變,未就,朱衣點頭,晚到,無,不就,難進,差人報喜,無望,望後科,有望,難進,祝神求佛可進,不好,真可喜,不好,高陞近得,無,不就,不就,必能得進,晚成大器,有,有,無,不可,無,後科,在即揚名,無,善心有,等後科,難望,努力可考中,未能進得,有可得,後科
官事,理斷分明,完局必得,不畏破財,破財求人解,宜和拖尾,拖尾了錢,完局破財,二次明了完錢,破財不可,防不好大了錢,三月完局吉人和,了錢求貴人,拖尾平安,破財明後完,求貴人和不吉,無結審局不和,不和凶和為吉貴,速和判公滿財,拖尾運犯命,恐防生防物破財,微殃脫有貴人,和合好,尾勝吉,冒險好有貴人,和不利平宜,必和,平安,大了錢被官欺,拖尾,枉費了錢,完局了錢,恐拖尾遇風災錢了,先凶後吉,難完局求貴人,命運蹉跎破財,了錢過後,破財結局,了錢,後有貴人吉,可了大錢安,勝局,不好,不畏,了錢月完局,拖尾難完局,破財完局,先凶後得宜,未可,平後拖尾錢,拖尾,萬和,有處理,緊審和好,和好,拖尾多口舌,拖尾,宜和解決,反覆,中和,不畏
家事,無事,進益,餘慶且喜,綿綿齊輝,有貴人團圓,相庭尾,吉冒險平安,完美進益,切要無會,恐防短壽,平好,光耀門閭,風波起門庭,吉吉平安,平平,恐防有變,不和凶和為吉貴,進財圓滿,和而貴一步慢,恐防孽生物,可賀恭喜門庭,門庭吉慶,門庭失運了錢,圓滿大進,平平,綿綿齊美,固圓且喜,恐防大害,平安,門有災險,瓜瓞綿綿,恐遇風災波及,門庭缺後待團圓,門戶進益,寬守即好,門庭光輝,克振家聲,門庭光益,吉可永獲,進益大吉,克振家聲,門庭不合,喜遇貴人,志氣大遠,瓜瓞綿綿,福祉其昌,門庭吉,不合,門第大益,進益家庭,門庭大益,家庭大吉,進益無窮大吉,保神成佑,逢凶口舌,小吉門庭,且喜進益,漸得,百福中祿,門庭平安
求兒,大吉,適宜,不畏,好,不佳,不可,好,吉,不可,不可,不可,吉,不吉,平正,不可,不可,不可,月明暗平好,慢有,不可無,好,平正上下弦,不可,好,不可,平平,不可,不可,不吉,不可且慢,好,不吉,且待後日,不可,不可,好,好吉,好,有事不可,好,不可,不雅,平正,不可,好有幾個,好,好,不可,不好有呆人,好大吉,平平,有好,大吉富貴,成好,不可,不吉,大吉,不可,你可得,慢即好
求雨,尚在,甲子日得有早八分,遇日自有,即到月末,即有朝夕,則久,尾有初無,月尾即有,未有自尚,即到朝夕,近日有,遠,近尋無有,月半有月尾無,不日到,不日到,初到尾,即不日到,未有,無,援到,上下弦,上下弦,未有,不日到乙丑不及人甲子,必到,居中,不日到,不可,不久,即時,不日到,緩有,不日到,不日到,及時,不日到,尚未,未有,下旬好,有,無大小,小許,未有,日有,月半到,未入,暴到,尚未,及時,不日到,多風雨少,月尾到,必來,未有,尚未,不日到,遠,不日到,不日到
年冬,月光在,允九分,八分,允收,平正,平平,,允收,,順好,,平平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
來人,平常,南方,立即到,即到,遲後到,光即到,月中到,速到,未日到,月底間,近日到,近日到,難望,月尾到,月尾到,遲慢,未日到辰日,月光到,月頭有,未日到,立即到,月光到,未日到,月光到,戌日到,月光到,難在,,未日到,月光到,立即到,寅辰日在,辰未日到,即到,辰未日到,即到月光,立即到,後三日到,難在,月光到,戌日到,不到未來日,月光到,月半到,未日到,月半到,月光到,未日到,未日到,月光到,月光到,立即到,月光到,月尾到,未日到,未日到,未日到,己日到,未日到,月光到
